,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.3574230615864567,0.8554670214049308,0.3939678928441376,0.3939678928441376,0.3939678928441376,0.3939678928441376,0.3939678928441376,0.3939678928441376
client_1,0.3589027444151459,0.8524134421356494,0.3862792333002022,0.3862792333002022,0.3862792333002022,0.3862792333002022,0.38627923330020225,0.3862792333002022
client_2,0.35424528014865,0.8580220099067959,0.3918620654647889,0.3918620654647889,0.3918620654647889,0.3918620654647889,0.39186206546478897,0.3918620654647889
client_3,0.3506766597683897,0.8532489570869062,0.3921223289471913,0.3921223289471913,0.3921223289471913,0.3921223289471913,0.39212232894719135,0.3921223289471913
client_4,0.3563517097620697,0.8548411116550665,0.3836027050449795,0.3836027050449795,0.3836027050449795,0.3836027050449795,0.3836027050449795,0.3836027050449795
client_5,0.3536083684436555,0.8513823005534982,0.3846382695538616,0.3846382695538616,0.3846382695538616,0.3846382695538616,0.38463826955386166,0.3846382695538616
client_6,0.3516462549255875,0.8551680681923096,0.3820432780333996,0.3820432780333996,0.3820432780333996,0.3820432780333996,0.38204327803339966,0.3820432780333996
client_7,0.3593930783948162,0.8569713374146283,0.3855258478964908,0.3855258478964908,0.3855258478964908,0.3855258478964908,0.3855258478964908,0.3855258478964908
client_8,0.3548365871572579,0.8440042320558585,0.3907683049646072,0.3907683049646072,0.3907683049646072,0.3907683049646072,0.39076830496460724,0.3907683049646072
client_9,0.3612517239491155,0.8476734732303164,0.3874081427716458,0.3874081427716458,0.3874081427716458,0.3874081427716458,0.3874081427716458,0.3874081427716458
