,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.4836464857341684,0.7795280571898526,0.4864933257417599,0.48649332574175996,0.6374391092553932,0.5015499462263554,0.7146201050167648,0.5846776744480293
client_1,0.4820649079521731,0.7810463718605681,0.4854811159612829,0.48548111596128296,0.640222686151705,0.5011071044473967,0.7088631618903017,0.585816410451066
client_2,0.4887707977478332,0.7823748971974441,0.4921870057569431,0.49218700575694313,0.6354146896944391,0.5073068893528184,0.7106977921174163,0.5812614664389195
client_3,0.4830771177326501,0.7755424811792244,0.4853545897387233,0.48535458973872336,0.6374391092553932,0.5018662617827545,0.7082937938887834,0.5882836717909787
client_4,0.4783323843866641,0.7790852154108939,0.4831403808439299,0.4832036439552097,0.633769848801164,0.4995255266654014,0.711520212564054,0.5861959891187448
client_5,0.4860504839628013,0.7762383754033023,0.4885810084139938,0.4885810084139938,0.6355412159169987,0.504713101790346,0.7058265325488707,0.5835389384449927
client_6,0.4810526981716961,0.7796545834124122,0.4851648004048839,0.4851648004048839,0.6404124754855444,0.5008540520022775,0.7161384196874803,0.5861959891187448
client_7,0.4823812235085721,0.7814892136395268,0.4871892199658379,0.4871892199658379,0.6395900550389069,0.5019295248940343,0.7154425254634023,0.5866388308977035
client_8,0.4754855443790726,0.7783260580755361,0.4792180679445815,0.4792180679445815,0.6472448915037642,0.4955399506547732,0.7067754792180679,0.5958119820332763
client_9,0.4895932181944708,0.7656734358195736,0.4947175302081356,0.49471753020813564,0.6251660656671095,0.5108496235844879,0.6956411716328209,0.5812614664389195
