,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.5975788184280835,0.8546644546523993,0.4507897663126707,0.4507897663126707,0.4507897663126707,0.4507897663126707,0.4507897663126707,0.4507897663126707
client_1,0.5955604395019842,0.8502675547687918,0.4402765628796806,0.4402765628796806,0.4402765628796806,0.4402765628796806,0.44027656287968064,0.4402765628796806
client_2,0.6005562444615746,0.8577222023485647,0.4502174537542477,0.4502174537542477,0.4502174537542477,0.4502174537542477,0.45021745375424777,0.4502174537542477
client_3,0.5889935496089517,0.851910282235452,0.4465563038480593,0.4465563038480593,0.4465563038480593,0.4465563038480593,0.44655630384805933,0.4465563038480593
client_4,0.6035987168935268,0.8509305627957396,0.4411200740343486,0.4411200740343486,0.4411200740343486,0.4411200740343486,0.4411200740343486,0.4411200740343486
client_5,0.5937907618715131,0.8523375767057575,0.4389221666609111,0.4389221666609111,0.4389221666609111,0.4389221666609111,0.43892216666091116,0.4389221666609111
client_6,0.6010693551621156,0.8517334199942119,0.4364938222879222,0.4364938222879222,0.4364938222879222,0.4364938222879222,0.4364938222879222,0.4364938222879222
client_7,0.5908633009071819,0.8545942344957747,0.4406320752688865,0.4406320752688865,0.4406320752688865,0.4406320752688865,0.44063207526888654,0.4406320752688865
client_8,0.5969656047237377,0.8458337422663549,0.4451053042622047,0.4451053042622047,0.4451053042622047,0.4451053042622047,0.44510530426220474,0.4451053042622047
client_9,0.5899668322917324,0.8456474267487737,0.4417443130893328,0.4417443130893328,0.4417443130893328,0.4417443130893328,0.4417443130893328,0.4417443130893328
