,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.5313512810773132,0.7239796134972067,0.3984205715083996,0.3984205715083996,0.3984205715083996,0.3984205715083996,0.39842057150839966,0.3984205715083996
client_1,0.5330610824005816,0.7250048315531972,0.395753627926855,0.395753627926855,0.395753627926855,0.395753627926855,0.395753627926855,0.395753627926855
client_2,0.5360268909269262,0.7244312095136498,0.394579524823515,0.394579524823515,0.394579524823515,0.394579524823515,0.394579524823515,0.394579524823515
client_3,0.5325699564120329,0.7282112077667463,0.3978389075000657,0.3978389075000657,0.3978389075000657,0.3978389075000657,0.3978389075000657,0.3978389075000657
client_4,0.5355726153045199,0.7244677370824135,0.3896877853101336,0.3896877853101336,0.3896877853101336,0.3896877853101336,0.3896877853101336,0.3896877853101336
client_5,0.5332970051670973,0.7181598588381494,0.3889738478847923,0.3889738478847923,0.3889738478847923,0.3889738478847923,0.3889738478847923,0.3889738478847923
client_6,0.5326715987781636,0.725496080600257,0.3916079859354034,0.3916079859354034,0.3916079859354034,0.3916079859354034,0.39160798593540347,0.3916079859354034
client_7,0.5354129607784506,0.7278721929243394,0.3978172780967721,0.3978172780967721,0.3978172780967721,0.3978172780967721,0.3978172780967721,0.3978172780967721
client_8,0.5284782960803369,0.7163359200351523,0.3875894280390138,0.3875894280390138,0.3875894280390138,0.3875894280390138,0.3875894280390138,0.3875894280390138
client_9,0.5326304381448499,0.7215236588100163,0.394872630300453,0.394872630300453,0.394872630300453,0.394872630300453,0.39487263030045305,0.394872630300453
