,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.6604768636455172,0.8800906460184945,0.7854287899034488,0.809615653576201,0.8039548713203342,0.7741007290483315,0.7780088763600868,0.7682402983800154
client_1,0.6564232691831888,0.8776517904818065,0.781281362836715,0.8089899158571112,0.8032148839332902,0.7721154153352456,0.776974815454856,0.768322217476389
client_2,0.6595042662889355,0.8838124975380328,0.7859242729310428,0.8159638357433123,0.8057749984547653,0.778881453436554,0.786767074363099,0.7727804264719682
client_3,0.6617895885580466,0.8771478738288258,0.776167953711258,0.8119443431458067,0.7984136633311819,0.7767197971791195,0.7796371258475171,0.7676023990365912
client_4,0.659964499938793,0.8783582714604106,0.7763788075234832,0.8094804645808589,0.8020861891392206,0.7698609990425167,0.7781404040226286,0.7710405680779088
client_5,0.6649051734593322,0.8783080564214297,0.777092975844786,0.8045693803692588,0.8080010498339236,0.7677583450937243,0.7763126479872768,0.7614560099660543
client_6,0.6656112429607397,0.8789038454248,0.7776981025670722,0.8088175141926043,0.8037756799267917,0.7720466015221008,0.77918792824046,0.7699024369718841
client_7,0.6630408674467282,0.8803923106489961,0.7803627244169923,0.8103426972820491,0.8036916902207931,0.7720256273253563,0.7793429854069982,0.7710701901916219
client_8,0.654243040922168,0.8726225355771728,0.7795153742779526,0.8002450230445785,0.806386130595567,0.7726018563955521,0.7835534114635954,0.7541288924810848
client_9,0.6594993158639822,0.8728397440598004,0.7684563502648325,0.8004420626612876,0.7929943062847973,0.7707505594929356,0.7733177586852292,0.7700316402901519
