,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.5189908463237505,0.7911281657258049,0.5705507777749118,0.5705507777749118,0.5705507777749118,0.5705507777749118,0.5705507777749118,0.5705507777749118
client_1,0.5110987450266886,0.7954897583089015,0.5666151819049737,0.5666151819049737,0.5666151819049737,0.5666151819049737,0.5666151819049737,0.5666151819049737
client_2,0.511456794437027,0.7954199563619314,0.5632555357032484,0.5632555357032484,0.5632555357032484,0.5632555357032484,0.5632555357032484,0.5632555357032484
client_3,0.5181615247905361,0.7939661252726251,0.5684910141877199,0.5684910141877199,0.5684910141877199,0.5684910141877199,0.5684910141877199,0.5684910141877199
client_4,0.5169397309924211,0.7956725960368956,0.5645070355357372,0.5645070355357372,0.5645070355357372,0.5645070355357372,0.5645070355357372,0.5645070355357372
client_5,0.5166270154572123,0.7905450141121487,0.554283200357146,0.554283200357146,0.554283200357146,0.554283200357146,0.554283200357146,0.554283200357146
client_6,0.516738633394649,0.7976398359232948,0.5569975267873157,0.5569975267873157,0.5569975267873157,0.5569975267873157,0.5569975267873157,0.5569975267873157
client_7,0.5132934998107949,0.796738100700711,0.5662347691939098,0.5662347691939098,0.5662347691939098,0.5662347691939098,0.5662347691939098,0.5662347691939098
client_8,0.5070422435829588,0.7818443600919859,0.549162906086527,0.549162906086527,0.549162906086527,0.549162906086527,0.549162906086527,0.549162906086527
client_9,0.5197808891494715,0.7943971933932281,0.56394575168024,0.56394575168024,0.56394575168024,0.56394575168024,0.56394575168024,0.56394575168024
