,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.4865565888530398,0.774656797621307,0.6134623900803442,0.781742266084646,0.7341684064022269,0.5219206680584552,0.6656544568861896,0.51350667425824
client_1,0.4860504839628013,0.7743404820649079,0.611817549187069,0.7811728980831277,0.739166192193332,0.520971721389258,0.6666666666666666,0.514518884038717
client_2,0.4922502688682229,0.7780097425191371,0.6237110141076738,0.7874359460998291,0.7358765104067818,0.5151515151515151,0.674637818687923,0.5078129942430569
client_3,0.4852280635161637,0.7718099576137154,0.6139684949705827,0.7823748971974441,0.7342949326247865,0.5216676156133359,0.6661605617764281,0.5146454102612766
client_4,0.4833301701777693,0.7731384829505915,0.6160561776428165,0.7799708989688113,0.7302460935028785,0.5232491933953312,0.6650850888846713,0.5167963560447902
client_5,0.4888340608591131,0.770607958499399,0.6180805972037705,0.7808565825267286,0.7343581957360663,0.5178085658252672,0.6672992977794648,0.5114189915860062
client_6,0.4854811159612829,0.7768710065161004,0.6152970203074587,0.7831340545328019,0.7401151388625292,0.5221104573922946,0.6690706648952995,0.514835199595116
client_7,0.4873790092996773,0.778705636743215,0.612829758967546,0.7826912127538432,0.7377744037451762,0.518567723160625,0.6640728791041943,0.512810780034162
client_8,0.4793445941671411,0.7737711140633896,0.6104257607389132,0.7837666856456,0.7363193521857405,0.5288163471879547,0.6629974062124375,0.5207819320554185
client_9,0.4952236350983741,0.7612450180299867,0.6213070158790409,0.769595748718922,0.7160751565762005,0.5126209907003226,0.6737521351300056,0.5052824697918644
