,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.4320650137384445,0.8811532347224188,0.8380730579898374,0.8218705768192204,0.8498423655469193,0.8135889565687002,0.7924703855655897,0.7563968796404598
client_1,0.4430538607867297,0.8801345807472788,0.8360060530685434,0.8222052753350835,0.8496379707816247,0.8127028815732557,0.7914482293507139,0.7577533090171059
client_2,0.4385104994294641,0.8850023202539757,0.8418619934072121,0.8219954152165747,0.8544608363867066,0.8179475648221955,0.7930272925278214,0.7567705459370254
client_3,0.4344758244124661,0.8785790713667241,0.8388917818640473,0.817030086656801,0.8473037115464852,0.81048431288226,0.7932426073179846,0.7501761448010085
client_4,0.4429368834484374,0.8805020631359441,0.8378376413991532,0.8228369975957301,0.8497081135995547,0.813392071220269,0.7867310447652212,0.7506136967583624
client_5,0.4399048723352359,0.8799993887821534,0.8331267162872193,0.8236101857596108,0.8471362025291478,0.8067541077651383,0.7826520389977488,0.7535016007308475
client_6,0.4400069991627346,0.8800374960411196,0.8381921823764986,0.823444301408988,0.851930414651602,0.8146392915582138,0.7870915567460139,0.7497223295851606
client_7,0.4398901927720269,0.8818342810250867,0.8387123839230186,0.8220152900057872,0.8501615860975691,0.8142899017571777,0.790953775281058,0.7533961851333999
client_8,0.4385778191521776,0.8742307488766368,0.8241794398098702,0.8192311016815969,0.8427419279828857,0.7992644978783592,0.7775447340652433,0.750505433196381
client_9,0.4466536014245655,0.8735969527848482,0.8318992627725937,0.8122147098369891,0.8421231175852577,0.8102215732918935,0.7839203699618017,0.7519002426257245
