,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.54793438709203,0.880933232168739,0.8078277172938748,0.8064749719359569,0.8301403658747002,0.8339491135254832,0.7576918868441117,0.7929348941432459
client_1,0.56238555804127,0.8779508084275618,0.8071565533149518,0.8044002848012747,0.8304759314627315,0.8305374734817348,0.7586679714664218,0.7927208801703988
client_2,0.5521118314377921,0.884223217719887,0.8101916075020585,0.807731962147034,0.8313802740942123,0.8335281503332423,0.7636311878643511,0.7988706095718723
client_3,0.5480507427130674,0.8776347054687805,0.8062459582911672,0.8036387797035558,0.82592375278233,0.8313864687593933,0.7507312008065152,0.7878262127690118
client_4,0.5565377925110516,0.8794580422074127,0.8112822487096766,0.8092176222571803,0.8248791862888879,0.832816920288674,0.7556193845700849,0.7961493423284388
client_5,0.5527925559945063,0.8796991536426758,0.8086765768955939,0.8098026849121387,0.8273586201545688,0.8328399996975946,0.7537665819269289,0.797299163522109
client_6,0.5549338216841759,0.8799997058178934,0.8106413791616073,0.8089817738802887,0.8268791579059631,0.831730062216311,0.7587593683621757,0.7958141202988825
client_7,0.5560459895220942,0.8810161862272046,0.8099059603482016,0.8071952854389763,0.8297498093130582,0.8341717487415881,0.7592561061071308,0.7962367014540779
client_8,0.5571493920529079,0.8746795969684432,0.8038411960729601,0.8067474189109873,0.8208218190623727,0.8298929236947019,0.7545265998903097,0.799860545821346
client_9,0.5526860464110959,0.8735409074272548,0.8027156341330877,0.7992045657953766,0.8228199628744535,0.822567170373084,0.7521877462641499,0.7896591632118305
