,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.382395093666698,0.8813092030356426,0.8660876617056817,0.869593203943689,0.7805570770652164,0.870938900248367,0.867060847587774,0.8476437738516331
client_1,0.393848749424836,0.8786330580269299,0.8646160260288293,0.8680113958322738,0.7771448370988685,0.8685241925826501,0.8646703579701049,0.8478300357802511
client_2,0.3890141338535143,0.8846580932027928,0.8699554011637458,0.8735767427605355,0.7789913652604978,0.8734632760961318,0.8687064191771794,0.8532475949582755
client_3,0.3882518700013395,0.8786897236608766,0.8643863684577191,0.8667549700601105,0.770820568636788,0.8693021118469416,0.8650387058712691,0.8466265550765144
client_4,0.389402465159689,0.8803929995985885,0.8646899417390759,0.8690153647685701,0.7769924802413892,0.871008735308196,0.8633438124080233,0.8497163274221697
client_5,0.3830938473107343,0.8799641828904747,0.863066908556877,0.8689201283070553,0.7821565777387413,0.868422176367358,0.863868227006308,0.8458213794007925
client_6,0.3812986976737598,0.8803722723943004,0.864393865809569,0.8697664947154095,0.781566332889614,0.8694335930521236,0.8644457722874752,0.847447694629744
client_7,0.385870521331867,0.8816467258762956,0.8676416282465359,0.8712747403231043,0.7766337121953747,0.8715509628573204,0.8673365067126257,0.8521718046813369
client_8,0.3935394435945052,0.874534818642214,0.8559037900874636,0.8646222982356545,0.7854643875466265,0.8647801544002797,0.8580301856716284,0.8432931857325674
client_9,0.3997018092379656,0.8741211581992091,0.8573617950781272,0.8625814823128504,0.7648977142203908,0.8613761909138155,0.8571272547429214,0.8418003984736065
