,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.4855443790725628,0.776681217182261,0.6769152906939964,0.513822989814639,0.514835199595116,0.51350667425824,0.5138862529259189,0.51350667425824
client_1,0.4824444866198519,0.7782627949642563,0.6826722338204593,0.5152147782627949,0.5158474093755931,0.514518884038717,0.5147086733725564,0.514518884038717
client_2,0.4913013221990257,0.7823116340861643,0.6844436009362941,0.5085721515784146,0.5099006769152907,0.5078129942430569,0.5081293097994559,0.5078129942430569
client_3,0.4825710128424116,0.7759853229581831,0.6823559182640603,0.5149617258176757,0.5162269880432719,0.5146454102612766,0.514835199595116,0.5146454102612766
client_4,0.4802935408363383,0.775669007401784,0.6816600240399823,0.5170494084899095,0.5179983551591067,0.5167963560447902,0.5168596191560701,0.5167963560447902
client_5,0.4835199595116087,0.7750996394002657,0.6786866578098311,0.5118618333649649,0.5124312013664832,0.5114189915860062,0.5115455178085658,0.5114189915860062
client_6,0.4815588030619346,0.7797811096349718,0.6843170747137344,0.515531093819194,0.5167963560447902,0.514835199595116,0.5150882520402353,0.5148984627063959
client_7,0.485797431517682,0.7820585816410451,0.6808376035933448,0.5134434111469602,0.5143290947048775,0.512810780034162,0.5130005693680015,0.512810780034162
client_8,0.4750427026001139,0.7775036376288986,0.6684380337825014,0.5210982476118176,0.5222369836148542,0.5207819320554185,0.5207819320554185,0.5207819320554185
client_9,0.4883912190801543,0.7659897513759727,0.6815967609287025,0.5056620484595432,0.5061048902385019,0.5052824697918644,0.5053457329031442,0.5052824697918644
