,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.5988007317558086,0.8818222940086412,0.8245261314010811,0.8692935871398355,0.8644985407658765,0.8163545084222568,0.8433925298939934,0.7229477362366035
client_1,0.6007498368679859,0.8791249856078838,0.8209582202913313,0.8663907706390638,0.8628917920186747,0.8143198456492196,0.8407906846821195,0.7224087309106382
client_2,0.600317749894876,0.8847911435153145,0.8278553295225015,0.8723993860053937,0.8682758671488865,0.8205764413997361,0.8440234484962865,0.7278220068963905
client_3,0.6003773890544917,0.8783406065399255,0.8235023886539259,0.8672220457952449,0.8627976524281018,0.8129789164599213,0.8391674512415295,0.7183270545980787
client_4,0.6109483331805963,0.8801626920259504,0.8246417947950873,0.866538628798396,0.8619932596329868,0.8151740780669268,0.8401886698226337,0.7216608134566038
client_5,0.6013626954527634,0.8803905457797363,0.8253251355394795,0.8697846828166994,0.8622690498311046,0.8100808643132901,0.8412420747501487,0.72376599665701
client_6,0.6001118933499494,0.8801630762296018,0.8302295732427083,0.8687992989364804,0.8639658917318197,0.8127918407471124,0.8409031602176319,0.7213386032521992
client_7,0.6005428959034002,0.8818438526172802,0.8233048918477365,0.8686887364034132,0.8634099672649945,0.8189197489836731,0.8421210321505215,0.7265326265701697
client_8,0.5968836898267086,0.8745715584678,0.8231070891345693,0.8688470815011531,0.8567753787040512,0.8110117804783393,0.839054675146815,0.727688245500935
client_9,0.5964608409381357,0.8739110501495877,0.8162176180154643,0.8593070036763705,0.8574232360322096,0.8095861497439734,0.8355456853320149,0.7203193760833222
