,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.4863667995192003,0.7837666856456,0.5654456886189663,0.5457708610109445,0.67906623647751,0.5431770734484722,0.5190105649395838,0.5316631871955463
client_1,0.4856709052951224,0.7814892136395268,0.5640539001708104,0.5415954956664769,0.6793192889226292,0.541215916998798,0.5193901436072627,0.5315366609729867
client_2,0.4921870057569431,0.7873726829885493,0.5631682166128931,0.5528563294742835,0.6896944391725185,0.5374833934332891,0.5136964635920794,0.5275510849623585
client_3,0.4852913266274435,0.7799076358575314,0.5655722148415259,0.549313595242614,0.6808376035933448,0.5423546530018346,0.5192003542734231,0.5317264503068261
client_4,0.4832669070664895,0.782754475865123,0.5681027392927184,0.5463402290124628,0.6831783387106978,0.5465932814575821,0.5208451951666982,0.533118238754982
client_5,0.4885177453027139,0.7826279496425634,0.5622825330549757,0.5477320174606187,0.686151704940849,0.5400139178844816,0.5157208831530334,0.5281204529638768
client_6,0.4851015372936041,0.7821218447523249,0.5690516859619156,0.5493768583538938,0.6820396027076612,0.5443790725627886,0.5203390902764597,0.5330549756437022
client_7,0.4869994306319984,0.7861074207629531,0.5672170557348011,0.546276965901183,0.6793825520339091,0.5406465489972797,0.51692288226735,0.5290061365217942
client_8,0.4790915417220219,0.7838932118681596,0.5748086290883786,0.5420383374454356,0.6784336053647119,0.5546909597013981,0.5251470867337256,0.5390649712152844
client_9,0.4947175302081356,0.7682039602707661,0.5553235908141962,0.5512747516922882,0.6803947618143861,0.5359018156512937,0.5092680458024925,0.5209084582779782
