,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.473967229708357,0.7929398367811729,0.5615233757196179,0.48579743151768207,0.498639843107484,0.4871259568545581,0.4887075346365534,0.4869361675207186
client_1,0.4718795470361232,0.7911684696653382,0.5624090592775353,0.48737900929967737,0.4968684759916493,0.4864300626304801,0.4884544821914341,0.4863035364079205
client_2,0.4763712279369899,0.7943948883406086,0.5669640032896818,0.493578794205099,0.5038906813437085,0.4928828999810211,0.4943379515404567,0.4931359524261403
client_3,0.4786486999430632,0.786803314987031,0.5619662174985766,0.48535458973872336,0.4988296324413234,0.4861770101853609,0.4877585879673562,0.4860504839628013
client_4,0.4734611248181185,0.7881318403239072,0.5586132726007466,0.48446890618080596,0.4946542670968558,0.4841525906244069,0.4859872208515214,0.4851015372936041
client_5,0.4733978617068387,0.7902827861074208,0.5646232681723287,0.4900993230847093,0.5001581577781995,0.4899727968621497,0.4906054279749478,0.4899095337508699
client_6,0.4742835452647561,0.7904725754412602,0.5648130575061682,0.48333017017776936,0.4966786866578098,0.4857341684064022,0.4886442715252736,0.4858606946289618
client_7,0.4689694439172518,0.7918011007781363,0.5593724299361043,0.48782185107863607,0.4988928955526033,0.4880749035237553,0.4889605870816726,0.4879483773011956
client_8,0.4747896501549946,0.7881318403239072,0.5551338014803568,0.4806098563927374,0.4913013221990257,0.4801037515024989,0.4823179603972923,0.47972417283482
client_9,0.4688429176946922,0.7786423736319352,0.5646232681723287,0.49326247864869993,0.5057885746821029,0.4957930030998924,0.4975011071044474,0.4960460555450117
