,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.51350667425824,0.5173657240463087,0.5134434111469602,0.5134434111469602,0.5134434111469602,0.5134434111469602,0.5134434111469602,0.5134434111469602
client_1,0.514518884038717,0.5193268804959827,0.5143923578161574,0.5143923578161574,0.5143923578161574,0.5143923578161574,0.5143923578161574,0.5143923578161574
client_2,0.5078129942430569,0.511482254697286,0.5078129942430569,0.5078129942430569,0.5078129942430569,0.5078129942430569,0.5078129942430569,0.5078129942430569
client_3,0.5146454102612766,0.5188207756057442,0.5146454102612766,0.5146454102612766,0.5146454102612766,0.5146454102612766,0.5146454102612766,0.5146454102612766
client_4,0.5167963560447902,0.5215410893907763,0.5167330929335104,0.5167330929335104,0.5167330929335104,0.5167330929335104,0.5167330929335104,0.5167330929335104
client_5,0.5114189915860062,0.5156576200417536,0.5113557284747264,0.5113557284747264,0.5113557284747264,0.5113557284747264,0.5113557284747264,0.5113557284747264
client_6,0.514835199595116,0.519263617384703,0.5147719364838362,0.5147719364838362,0.5147719364838362,0.5147719364838362,0.5147719364838362,0.5147719364838362
client_7,0.512810780034162,0.5166698298222306,0.512810780034162,0.512810780034162,0.512810780034162,0.512810780034162,0.512810780034162,0.512810780034162
client_8,0.5207819320554185,0.5248307711773265,0.5207819320554185,0.5207819320554185,0.5207819320554185,0.5207819320554185,0.5207819320554185,0.5207819320554185
client_9,0.5052824697918644,0.5095210982476118,0.5052824697918644,0.5052824697918644,0.5052824697918644,0.5052824697918644,0.5052824697918644,0.5052824697918644
