,Round_0,Round_1,Round_2_512,Round_2_515,Round_2_513,Round_2_514,Round_2_516,Round_2_517
client_0,0.6800632268034482,0.8734101140777122,0.5114739522263233,0.5114739522263233,0.5114739522263233,0.5114739522263233,0.5114739522263233,0.5114739522263233
client_1,0.6687204573073513,0.8705750431138615,0.5205777220582971,0.5205777220582971,0.5205777220582971,0.5205777220582971,0.5205777220582971,0.5205777220582971
client_2,0.6747001684225764,0.8764905109778917,0.5117615899808583,0.5117615899808583,0.5117615899808583,0.5117615899808583,0.5117615899808583,0.5117615899808583
client_3,0.6676634773084286,0.8698866735286257,0.5136863877489677,0.5136863877489677,0.5136863877489677,0.5136863877489677,0.5136863877489677,0.5136863877489677
client_4,0.6791305855476277,0.8712256443331147,0.5203805934409108,0.5203805934409108,0.5203805934409108,0.5203805934409108,0.5203805934409108,0.5203805934409108
client_5,0.6764775646851398,0.8710595989936818,0.5237838462683324,0.5237838462683324,0.5237838462683324,0.5237838462683324,0.5237838462683324,0.5237838462683324
client_6,0.6754358197350754,0.8710308448656938,0.5243426640227877,0.5243426640227877,0.5243426640227877,0.5243426640227877,0.5243426640227877,0.5243426640227877
client_7,0.6753465629237432,0.8730373950813326,0.5176154701663804,0.5176154701663804,0.5176154701663804,0.5176154701663804,0.5176154701663804,0.5176154701663804
client_8,0.6686290560542935,0.8654797185257884,0.5195840349341057,0.5195840349341057,0.5195840349341057,0.5195840349341057,0.5195840349341057,0.5195840349341057
client_9,0.6687966010624042,0.8660050603330156,0.5200041019341852,0.5200041019341852,0.5200041019341852,0.5200041019341852,0.5200041019341852,0.5200041019341852
